Country,IP Address,Timestamp,URL,Browser Type,Referral URL
Iraq,192.0.2.9,21:17:53,/shooting.html,Safari,Google Search
Brazil,198.51.100.4,09:05:45,/trackandfield.html,Google Chrome,Twitter
Ireland,198.51.100.10,11:10:22,/index.html,Mozilla Firefox,Facebook
Brazil,198.51.100.4,04:28:26,/index.html,Safari,Twitter
Nepal,203.0.113.13,23:05:44,/olympics.html,Google Chrome,Facebook
Ireland,198.51.100.10,03:11:58,/weightlifting.html,Safari,Facebook
Israel,203.0.113.10,22:50:26,/tennis.html,Mozilla Firefox,Twitter
Singapore,203.0.113.17,00:40:34,/images/games.jpg,Mozilla Firefox,Facebook
Norway,192.0.2.14,16:59:45,/diving.html,Safari,LinkedIn
Austria,198.51.100.3,02:21:51,/searchsports.php,Internet Explorer,Facebook
China,198.51.100.5,11:10:33,/index.html,Mozilla Firefox,Facebook
Australia,192.0.2.2,10:04:28,/weightlifting.html,Google Chrome,Facebook
France,203.0.113.7,21:28:51,/tennis.html,Opera,LinkedIn
Pakistan,198.51.100.15,23:47:52,/football.html,Google Chrome,Twitter
Finland,198.51.100.7,20:20:28,/weightlifting.html,Google Chrome,Facebook
Nigeria,203.0.113.14,19:17:59,/sailing.html,Google Chrome,Twitter
South Africa,192.0.2.17,11:37:13,/basketball.html,Safari,Facebook
Saudi Arabia,198.51.100.17,14:42:54,/weightlifting.html,Safari,Google Search
Malaysia,203.0.113.12,17:40:59,/images/games.jpg,Opera,Google Search
Colombia,203.0.113.5,03:51:39,/searchsports.php,Internet Explorer,Twitter
Lebanon,198.51.100.12,00:46:23,/equestrian.html,Mozilla Firefox,Twitter
Egypt,192.0.2.6,11:35:17,/trackandfield.html,Safari,Twitter
Kenya,203.0.113.11,20:24:33,/index.html,Mozilla Firefox,Google Search
Germany,192.0.2.7,21:27:41,/karate.html,Microsoft Edge,Facebook
South Korea,192.0.2.11,01:40:57,/sailing.html,Opera,Facebook
Mexico,192.0.2.12,14:21:56,/boxing.html,Mozilla Firefox,Facebook
Hungary,203.0.113.8,11:53:47,/fencing.html,Mozilla Firefox,Twitter
Czech Republic,198.51.100.6,00:07:28,/tabletennis.html,Mozilla Firefox,Twitter
Egypt,192.0.2.6,23:45:45,/fencing.html,Opera,Twitter
South Korea,192.0.2.11,11:37:55,/Triathalon.html,Safari,Twitter
Australia,192.0.2.2,01:16:49,/rowing.html,Safari,Facebook
Italy,192.0.2.10,10:56:10,/images/games.jpg,Google Chrome,Facebook
Angola,198.51.100.2,14:02:19,/archery.html,Opera,Twitter
Czech Republic,198.51.100.6,16:15:13,/equestrian.html,Internet Explorer,Facebook
Nigeria,203.0.113.14,04:22:18,/judo.html,Internet Explorer,Facebook
Romania,203.0.113.16,08:39:00,/gymnastics.html,Internet Explorer,Facebook
Portugal,198.51.100.16,12:11:31,/searchsports.php,Opera,Twitter
Norway,192.0.2.14,21:20:24,/rowing.html,Safari,Facebook
Egypt,192.0.2.6,08:43:20,/judo.html,Microsoft Edge,Facebook
Mexico,192.0.2.12,03:02:38,/Triathalon.html,Safari,Facebook
Kenya,203.0.113.11,06:37:01,/tennis.html,Opera,Facebook
Netherlands,192.0.2.13,03:02:33,/index.html,Microsoft Edge,Twitter
Nigeria,203.0.113.14,19:01:16,/images/games.jpg,Google Chrome,Facebook
South Africa,192.0.2.17,14:05:15,/gymnastics.html,Internet Explorer,Facebook
Albania,203.0.113.1,06:49:23,/basketball.html,Safari,Facebook
India,192.0.2.8,14:32:14,/tennis.html,Internet Explorer,Twitter
Philippines,203.0.113.15,12:26:07,/volleyball.html,Google Chrome,Facebook
Ireland,198.51.100.10,00:20:43,/archery.html,Opera,Twitter
Japan,198.51.100.11,19:23:09,/swimming.html,Microsoft Edge,Facebook
South Africa,192.0.2.17,01:51:30,/judo.html,Internet Explorer,Twitter
South Africa,192.0.2.17,09:25:15,/swimming.html,Internet Explorer,Twitter
Afghanistan,198.51.100.1,18:33:04,/gymnastics.html,Opera,Facebook
Italy,192.0.2.10,03:50:48,/volleyball.html,Mozilla Firefox,Twitter
Finland,198.51.100.7,17:57:41,/fencing.html,Safari,Facebook
Finland,198.51.100.7,11:50:51,/swimming.html,Safari,Twitter
South Korea,192.0.2.11,01:42:06,/olympics.html,Mozilla Firefox,Twitter
Morocco,198.51.100.13,05:05:06,/Triathalon.html,Microsoft Edge,Twitter
Albania,203.0.113.1,10:48:30,/basketball.html,Internet Explorer,Facebook
France,203.0.113.7,00:06:41,/images/games.jpg,Internet Explorer,Facebook
Japan,198.51.100.11,13:48:45,/tennis.html,Opera,Facebook
Pakistan,198.51.100.15,15:33:33,/fencing.html,Safari,Facebook
Brazil,198.51.100.4,20:43:54,/trackandfield.html,Google Chrome,Facebook
Morocco,198.51.100.13,16:41:35,/index.html,Mozilla Firefox,Twitter
Cuba,192.0.2.5,21:59:40,/index.html,Internet Explorer,Facebook
Ireland,198.51.100.10,00:58:02,/trackandfield.html,Internet Explorer,Twitter
Afghanistan,198.51.100.1,07:16:27,/football.html,Mozilla Firefox,Facebook
Singapore,203.0.113.17,00:16:04,/karate.html,Microsoft Edge,Facebook
Greece,198.51.100.8,19:24:25,/searchsports.php,Safari,Twitter
Albania,203.0.113.1,15:45:21,/weightlifting.html,Mozilla Firefox,Facebook
Nigeria,203.0.113.14,21:10:16,/Triathalon.html,Internet Explorer,Twitter
Afghanistan,198.51.100.1,23:00:02,/basketball.html,Microsoft Edge,Facebook
Ireland,198.51.100.10,18:13:33,/images/games.jpg,Google Chrome,Twitter
Albania,203.0.113.1,01:44:07,/equestrian.html,Opera,Twitter
Afghanistan,198.51.100.1,01:46:05,/swimming.html,Internet Explorer,Twitter
Chile,192.0.2.4,14:28:12,/rowing.html,Internet Explorer,Twitter
Cuba,192.0.2.5,11:08:51,/searchsports.php,Opera,Facebook
Lebanon,198.51.100.12,22:23:50,/tabletennis.html,Opera,Twitter
Singapore,203.0.113.17,12:59:14,/rowing.html,Microsoft Edge,Facebook
Cuba,192.0.2.5,10:05:21,/olympics.html,Opera,Google Search
South Korea,192.0.2.11,06:17:17,/tabletennis.html,Safari,Twitter
Mexico,192.0.2.12,16:15:13,/fencing.html,Google Chrome,Facebook
Iran,203.0.113.9,22:33:27,/archery.html,Microsoft Edge,Facebook
South Africa,192.0.2.17,15:12:52,/images/games.jpg,Opera,Facebook
Kenya,203.0.113.11,03:15:28,/archery.html,Opera,Twitter
France,203.0.113.7,02:07:00,/karate.html,Microsoft Edge,Facebook
Brazil,198.51.100.4,03:27:19,/fencing.html,Opera,Facebook
Philippines,203.0.113.15,05:23:46,/gymnastics.html,Internet Explorer,Twitter
Colombia,203.0.113.5,17:14:07,/images/games.jpg,Microsoft Edge,Twitter
Belgium,192.0.2.3,23:36:14,/handball.html,Internet Explorer,Twitter
Germany,192.0.2.7,19:25:30,/handball.html,Microsoft Edge,Facebook
South Africa,192.0.2.17,16:48:24,/index.html,Safari,Twitter
Brazil,198.51.100.4,00:06:50,/diving.html,Google Chrome,Twitter
France,203.0.113.7,04:51:44,/images/games.jpg,Microsoft Edge,LinkedIn
France,203.0.113.7,09:17:33,/index.html,Safari,Twitter
Bangladesh,203.0.113.3,12:43:43,/Triathalon.html,Safari,Twitter
Nigeria,203.0.113.14,02:53:55,/weightlifting.html,Google Chrome,Facebook
Philippines,203.0.113.15,19:36:05,/judo.html,Internet Explorer,LinkedIn
Nigeria,203.0.113.14,06:48:51,/sailing.html,Mozilla Firefox,Facebook
Philippines,203.0.113.15,07:36:06,/basketball.html,Internet Explorer,Facebook
Brazil,198.51.100.4,12:20:33,/index.html,Safari,Facebook
Singapore,203.0.113.17,11:13:50,/sailing.html,Mozilla Firefox,Facebook
Finland,198.51.100.7,22:05:32,/images/games.jpg,Microsoft Edge,Facebook
Afghanistan,198.51.100.1,21:33:02,/tennis.html,Microsoft Edge,Twitter
Greece,198.51.100.8,19:32:14,/equestrian.html,Opera,Facebook
New Zealand,198.51.100.14,11:13:12,/tennis.html,Mozilla Firefox,Facebook
Russia,192.0.2.16,02:08:11,/karate.html,Mozilla Firefox,Google Search
Canada,203.0.113.4,13:25:43,/equestrian.html,Mozilla Firefox,Google Search
Russia,192.0.2.16,10:01:19,/rowing.html,Mozilla Firefox,Facebook
Lebanon,198.51.100.12,12:10:53,/tennis.html,Google Chrome,Facebook
Colombia,203.0.113.5,00:47:34,/handball.html,Mozilla Firefox,LinkedIn
India,192.0.2.8,08:28:14,/fencing.html,Safari,Facebook
South Africa,192.0.2.17,12:07:36,/searchsports.php,Microsoft Edge,Twitter
Albania,203.0.113.1,21:14:34,/rowing.html,Opera,Facebook
Mexico,192.0.2.12,11:31:02,/gymnastics.html,Mozilla Firefox,Facebook
Argentina,203.0.113.2,04:33:33,/gymnastics.html,Safari,Twitter
Kenya,203.0.113.11,19:19:49,/volleyball.html,Microsoft Edge,Facebook
Romania,203.0.113.16,22:22:24,/swimming.html,Opera,Facebook
Netherlands,192.0.2.13,22:44:45,/index.html,Opera,Google Search
Singapore,203.0.113.17,11:38:28,/index.html,Google Chrome,Google Search
Australia,192.0.2.2,09:37:07,/football.html,Opera,Facebook
Egypt,192.0.2.6,23:02:11,/olympics.html,Safari,Facebook
Malaysia,203.0.113.12,21:12:32,/gymnastics.html,Microsoft Edge,Facebook
Nigeria,203.0.113.14,13:59:18,/archery.html,Safari,Facebook
Italy,192.0.2.10,08:30:28,/olympics.html,Internet Explorer,LinkedIn
Finland,198.51.100.7,01:01:34,/weightlifting.html,Internet Explorer,Facebook
Finland,198.51.100.7,08:44:42,/searchsports.php,Internet Explorer,Twitter
Greece,198.51.100.8,01:39:36,/index.html,Mozilla Firefox,Facebook
Germany,192.0.2.7,01:21:08,/index.html,Internet Explorer,Google Search
China,198.51.100.5,03:23:32,/gymnastics.html,Microsoft Edge,Facebook
Greece,198.51.100.8,08:12:38,/rowing.html,Safari,Facebook
Bangladesh,203.0.113.3,08:00:08,/fencing.html,Safari,Facebook
Morocco,198.51.100.13,21:49:36,/boxing.html,Safari,Facebook
Cuba,192.0.2.5,05:33:47,/basketball.html,Google Chrome,Facebook
Netherlands,192.0.2.13,11:54:39,/boxing.html,Mozilla Firefox,Google Search
Chile,192.0.2.4,20:15:46,/gymnastics.html,Internet Explorer,Facebook
Singapore,203.0.113.17,11:11:42,/swimming.html,Microsoft Edge,Google Search
Poland,192.0.2.15,20:26:03,/sailing.html,Safari,Facebook
Finland,198.51.100.7,08:48:31,/equestrian.html,Mozilla Firefox,Twitter
Hungary,203.0.113.8,22:43:06,/tabletennis.html,Internet Explorer,Facebook
Denmark,203.0.113.6,15:09:28,/equestrian.html,Mozilla Firefox,Google Search
Italy,192.0.2.10,07:10:49,/tennis.html,Mozilla Firefox,Facebook
Austria,198.51.100.3,09:56:45,/diving.html,Microsoft Edge,Twitter
Norway,192.0.2.14,10:06:23,/judo.html,Microsoft Edge,Twitter
Romania,203.0.113.16,19:03:34,/tennis.html,Mozilla Firefox,Facebook
India,192.0.2.8,01:02:51,/archery.html,Opera,Facebook
Philippines,203.0.113.15,05:31:56,/shooting.html,Internet Explorer,LinkedIn
Philippines,203.0.113.15,15:11:08,/tabletennis.html,Microsoft Edge,Twitter
Colombia,203.0.113.5,12:32:53,/rowing.html,Microsoft Edge,Facebook
Iran,203.0.113.9,19:57:10,/handball.html,Microsoft Edge,Facebook
Germany,192.0.2.7,09:12:23,/rowing.html,Internet Explorer,Twitter
Argentina,203.0.113.2,00:29:50,/basketball.html,Internet Explorer,Google Search
Ireland,198.51.100.10,04:11:28,/index.html,Mozilla Firefox,Twitter
Denmark,203.0.113.6,12:56:24,/trackandfield.html,Safari,Twitter
China,198.51.100.5,02:22:06,/football.html,Google Chrome,Google Search
Singapore,203.0.113.17,10:03:09,/index.html,Mozilla Firefox,Twitter
Portugal,198.51.100.16,16:19:34,/football.html,Safari,Twitter
Iraq,192.0.2.9,01:31:40,/index.html,Safari,Twitter
Greece,198.51.100.8,21:15:16,/trackandfield.html,Microsoft Edge,Facebook
Saudi Arabia,198.51.100.17,07:34:24,/trackandfield.html,Safari,Facebook
Algeria,192.0.2.1,19:49:32,/boxing.html,Safari,Google Search
Nigeria,203.0.113.14,22:43:17,/index.html,Microsoft Edge,Google Search
Saudi Arabia,198.51.100.17,02:16:45,/index.html,Mozilla Firefox,Twitter
Australia,192.0.2.2,14:24:11,/olympics.html,Google Chrome,LinkedIn
Pakistan,198.51.100.15,06:08:09,/tennis.html,Opera,Facebook
Indonesia,198.51.100.9,02:27:07,/equestrian.html,Mozilla Firefox,Facebook
Finland,198.51.100.7,13:24:41,/karate.html,Microsoft Edge,Twitter
Austria,198.51.100.3,17:17:09,/tennis.html,Mozilla Firefox,Google Search
Morocco,198.51.100.13,13:36:18,/archery.html,Mozilla Firefox,Facebook
Lebanon,198.51.100.12,12:55:51,/searchsports.php,Safari,Facebook
India,192.0.2.8,04:10:35,/images/games.jpg,Microsoft Edge,Facebook
Philippines,203.0.113.15,10:46:23,/swimming.html,Microsoft Edge,Google Search
Czech Republic,198.51.100.6,09:30:57,/football.html,Microsoft Edge,Facebook
Nepal,203.0.113.13,11:23:30,/index.html,Mozilla Firefox,Twitter
Finland,198.51.100.7,02:59:53,/tennis.html,Safari,Twitter
Chile,192.0.2.4,00:43:42,/football.html,Safari,Facebook
Norway,192.0.2.14,17:31:14,/karate.html,Google Chrome,Facebook
Indonesia,198.51.100.9,13:10:26,/Triathalon.html,Safari,Google Search
Indonesia,198.51.100.9,07:03:30,/tabletennis.html,Google Chrome,Facebook
Norway,192.0.2.14,00:16:34,/sailing.html,Opera,Facebook
Norway,192.0.2.14,15:02:57,/boxing.html,Internet Explorer,LinkedIn
Czech Republic,198.51.100.6,14:41:53,/weightlifting.html,Safari,Facebook
Saudi Arabia,198.51.100.17,18:58:02,/boxing.html,Opera,Facebook
New Zealand,198.51.100.14,18:44:09,/index.html,Mozilla Firefox,Twitter
Lebanon,198.51.100.12,15:00:40,/sailing.html,Safari,Facebook
Argentina,203.0.113.2,05:19:17,/weightlifting.html,Internet Explorer,Facebook
Iran,203.0.113.9,01:13:58,/weightlifting.html,Microsoft Edge,Facebook
Algeria,192.0.2.1,10:24:32,/volleyball.html,Opera,Facebook
Portugal,198.51.100.16,02:52:37,/index.html,Google Chrome,Twitter
Afghanistan,198.51.100.1,13:10:55,/tennis.html,Microsoft Edge,Facebook
India,192.0.2.8,01:29:07,/equestrian.html,Safari,Facebook
Netherlands,192.0.2.13,05:47:09,/fencing.html,Google Chrome,Facebook
India,192.0.2.8,17:51:23,/archery.html,Safari,Facebook
Poland,192.0.2.15,20:07:27,/tabletennis.html,Google Chrome,Facebook
Portugal,198.51.100.16,06:51:33,/searchsports.php,Google Chrome,Facebook
Russia,192.0.2.16,02:30:01,/volleyball.html,Opera,Facebook
Nepal,203.0.113.13,01:27:07,/sailing.html,Microsoft Edge,Facebook
Morocco,198.51.100.13,10:10:12,/searchsports.php,Safari,Twitter
Czech Republic,198.51.100.6,02:39:15,/boxing.html,Google Chrome,Twitter
Bangladesh,203.0.113.3,16:34:32,/archery.html,Microsoft Edge,Facebook
Cuba,192.0.2.5,12:23:51,/judo.html,Internet Explorer,Facebook
Morocco,198.51.100.13,04:15:04,/shooting.html,Opera,Facebook
Philippines,203.0.113.15,21:53:46,/searchsports.php,Internet Explorer,Facebook
Iraq,192.0.2.9,20:23:56,/sailing.html,Opera,Facebook
Hungary,203.0.113.8,00:18:20,/swimming.html,Internet Explorer,Facebook
Israel,203.0.113.10,03:52:15,/index.html,Safari,Facebook
Australia,192.0.2.2,18:09:25,/index.html,Safari,Twitter
Finland,198.51.100.7,13:42:50,/tennis.html,Mozilla Firefox,Google Search
Angola,198.51.100.2,05:38:35,/judo.html,Internet Explorer,Facebook
Pakistan,198.51.100.15,14:15:11,/swimming.html,Opera,Facebook
Poland,192.0.2.15,15:58:13,/gymnastics.html,Mozilla Firefox,Twitter
Argentina,203.0.113.2,10:15:12,/trackandfield.html,Google Chrome,Twitter
Netherlands,192.0.2.13,15:29:51,/swimming.html,Microsoft Edge,LinkedIn
India,192.0.2.8,02:00:28,/gymnastics.html,Opera,Twitter
Colombia,203.0.113.5,20:38:19,/tennis.html,Google Chrome,Facebook
Ireland,198.51.100.10,05:00:55,/football.html,Internet Explorer,Twitter
Canada,203.0.113.4,19:01:52,/shooting.html,Mozilla Firefox,Twitter
Malaysia,203.0.113.12,10:03:13,/trackandfield.html,Microsoft Edge,LinkedIn
Portugal,198.51.100.16,05:02:32,/gymnastics.html,Internet Explorer,Twitter
Russia,192.0.2.16,23:25:34,/diving.html,Opera,Facebook
New Zealand,198.51.100.14,13:29:53,/archery.html,Microsoft Edge,Twitter
Germany,192.0.2.7,03:46:21,/karate.html,Microsoft Edge,Facebook
Canada,203.0.113.4,01:46:13,/tennis.html,Google Chrome,Facebook
Russia,192.0.2.16,14:19:19,/Triathalon.html,Microsoft Edge,LinkedIn
India,192.0.2.8,12:07:08,/index.html,Opera,Facebook
Angola,198.51.100.2,19:17:22,/shooting.html,Google Chrome,Twitter
Canada,203.0.113.4,07:19:16,/judo.html,Google Chrome,Facebook
Malaysia,203.0.113.12,01:36:14,/weightlifting.html,Google Chrome,Google Search
Canada,203.0.113.4,17:45:20,/basketball.html,Opera,Twitter
Egypt,192.0.2.6,21:12:06,/images/games.jpg,Mozilla Firefox,Twitter
Colombia,203.0.113.5,07:13:29,/tennis.html,Internet Explorer,Twitter
China,198.51.100.5,10:31:33,/Triathalon.html,Google Chrome,Facebook
Russia,192.0.2.16,04:51:38,/Triathalon.html,Safari,Facebook
Japan,198.51.100.11,07:36:02,/searchsports.php,Safari,LinkedIn
Canada,203.0.113.4,01:26:25,/gymnastics.html,Internet Explorer,Facebook
Norway,192.0.2.14,07:39:02,/judo.html,Opera,Twitter
Ireland,198.51.100.10,00:04:24,/Triathalon.html,Safari,Facebook
Egypt,192.0.2.6,09:13:59,/index.html,Opera,Facebook
Australia,192.0.2.2,04:37:50,/index.html,Mozilla Firefox,Twitter
Iran,203.0.113.9,15:50:31,/swimming.html,Safari,Facebook
Japan,198.51.100.11,04:48:51,/diving.html,Microsoft Edge,Twitter
Brazil,198.51.100.4,04:22:27,/tabletennis.html,Opera,Twitter
France,203.0.113.7,15:46:44,/archery.html,Mozilla Firefox,Facebook
Indonesia,198.51.100.9,01:54:45,/handball.html,Google Chrome,Facebook
New Zealand,198.51.100.14,15:21:49,/index.html,Opera,Facebook
Norway,192.0.2.14,01:18:03,/trackandfield.html,Google Chrome,Facebook
Japan,198.51.100.11,03:31:10,/archery.html,Opera,Twitter
Egypt,192.0.2.6,08:23:32,/volleyball.html,Safari,Twitter
France,203.0.113.7,02:06:16,/index.html,Mozilla Firefox,Twitter
Netherlands,192.0.2.13,07:47:40,/trackandfield.html,Google Chrome,Google Search
Netherlands,192.0.2.13,01:31:49,/index.html,Safari,Twitter
Argentina,203.0.113.2,00:50:43,/Triathalon.html,Microsoft Edge,Twitter
Greece,198.51.100.8,20:07:40,/boxing.html,Microsoft Edge,Facebook
Hungary,203.0.113.8,15:31:35,/images/games.jpg,Safari,LinkedIn
Angola,198.51.100.2,07:12:49,/gymnastics.html,Mozilla Firefox,Twitter
Norway,192.0.2.14,09:47:01,/equestrian.html,Mozilla Firefox,Twitter
New Zealand,198.51.100.14,05:00:23,/olympics.html,Opera,Twitter
Poland,192.0.2.15,20:42:53,/basketball.html,Safari,Twitter
Germany,192.0.2.7,00:12:06,/index.html,Safari,Facebook
Philippines,203.0.113.15,19:26:56,/images/games.jpg,Internet Explorer,Facebook
India,192.0.2.8,00:23:43,/equestrian.html,Safari,Facebook
Italy,192.0.2.10,09:38:21,/handball.html,Microsoft Edge,Facebook
Egypt,192.0.2.6,21:08:28,/tabletennis.html,Mozilla Firefox,Twitter
Albania,203.0.113.1,18:27:57,/swimming.html,Safari,LinkedIn
Kenya,203.0.113.11,22:29:31,/index.html,Safari,Facebook
Angola,198.51.100.2,22:59:10,/weightlifting.html,Google Chrome,Twitter
Norway,192.0.2.14,06:14:28,/weightlifting.html,Internet Explorer,Twitter
Morocco,198.51.100.13,17:12:43,/handball.html,Microsoft Edge,Facebook
Canada,203.0.113.4,02:58:05,/images/games.jpg,Safari,Twitter
Cuba,192.0.2.5,20:35:19,/Triathalon.html,Opera,Twitter
Japan,198.51.100.11,19:45:27,/shooting.html,Google Chrome,Google Search
China,198.51.100.5,14:53:09,/basketball.html,Internet Explorer,LinkedIn
South Africa,192.0.2.17,05:41:49,/rowing.html,Opera,Facebook
Philippines,203.0.113.15,22:05:00,/sailing.html,Mozilla Firefox,Facebook
South Korea,192.0.2.11,23:55:07,/karate.html,Opera,Facebook
Greece,198.51.100.8,23:46:46,/fencing.html,Google Chrome,Facebook
South Africa,192.0.2.17,23:52:21,/boxing.html,Opera,Twitter
Angola,198.51.100.2,19:30:17,/images/games.jpg,Safari,Twitter
Philippines,203.0.113.15,21:06:13,/basketball.html,Opera,Facebook
Cuba,192.0.2.5,00:52:50,/karate.html,Internet Explorer,Twitter
South Korea,192.0.2.11,23:00:17,/handball.html,Safari,Facebook
Russia,192.0.2.16,11:10:30,/football.html,Mozilla Firefox,Facebook
Chile,192.0.2.4,07:39:06,/sailing.html,Safari,Google Search
Iraq,192.0.2.9,19:38:56,/judo.html,Opera,Facebook
Angola,198.51.100.2,13:58:38,/Triathalon.html,Mozilla Firefox,Google Search
Philippines,203.0.113.15,12:52:00,/diving.html,Internet Explorer,Facebook
Czech Republic,198.51.100.6,20:07:17,/olympics.html,Internet Explorer,LinkedIn
Malaysia,203.0.113.12,19:49:25,/images/games.jpg,Opera,Facebook
Norway,192.0.2.14,18:08:53,/index.html,Microsoft Edge,Google Search
Denmark,203.0.113.6,07:11:26,/basketball.html,Mozilla Firefox,Facebook
France,203.0.113.7,14:39:40,/index.html,Mozilla Firefox,Facebook
Egypt,192.0.2.6,23:24:09,/karate.html,Mozilla Firefox,Twitter
Romania,203.0.113.16,08:35:34,/diving.html,Internet Explorer,Google Search
Morocco,198.51.100.13,07:27:04,/rowing.html,Internet Explorer,LinkedIn
Belgium,192.0.2.3,08:43:35,/swimming.html,Google Chrome,Twitter
Iraq,192.0.2.9,06:55:51,/equestrian.html,Mozilla Firefox,Facebook
Indonesia,198.51.100.9,07:21:19,/tabletennis.html,Safari,Twitter
Belgium,192.0.2.3,01:45:46,/index.html,Google Chrome,Facebook
Romania,203.0.113.16,13:18:01,/archery.html,Google Chrome,LinkedIn
Mexico,192.0.2.12,12:59:58,/gymnastics.html,Mozilla Firefox,Facebook
Angola,198.51.100.2,05:55:51,/index.html,Opera,Facebook
Austria,198.51.100.3,09:03:46,/index.html,Mozilla Firefox,Google Search
Denmark,203.0.113.6,15:56:35,/images/games.jpg,Internet Explorer,Twitter
Argentina,203.0.113.2,21:34:07,/shooting.html,Microsoft Edge,Facebook
Austria,198.51.100.3,05:31:44,/basketball.html,Microsoft Edge,Twitter
Philippines,203.0.113.15,01:25:57,/gymnastics.html,Google Chrome,LinkedIn
Albania,203.0.113.1,14:49:42,/diving.html,Microsoft Edge,Facebook
Cuba,192.0.2.5,17:53:54,/archery.html,Google Chrome,Twitter
Nepal,203.0.113.13,08:46:20,/images/games.jpg,Google Chrome,Facebook
Czech Republic,198.51.100.6,08:28:07,/weightlifting.html,Opera,Twitter
Argentina,203.0.113.2,18:55:23,/swimming.html,Google Chrome,Twitter
New Zealand,198.51.100.14,22:31:03,/football.html,Internet Explorer,Facebook
Pakistan,198.51.100.15,09:58:35,/boxing.html,Google Chrome,Google Search
South Korea,192.0.2.11,10:14:09,/searchsports.php,Mozilla Firefox,Google Search
Finland,198.51.100.7,19:31:22,/searchsports.php,Opera,Facebook
Kenya,203.0.113.11,08:41:20,/fencing.html,Opera,Twitter
Indonesia,198.51.100.9,05:08:13,/fencing.html,Mozilla Firefox,Facebook
New Zealand,198.51.100.14,22:35:11,/swimming.html,Opera,Google Search
Singapore,203.0.113.17,21:22:16,/archery.html,Microsoft Edge,Facebook
Nigeria,203.0.113.14,15:41:11,/diving.html,Microsoft Edge,Twitter
Brazil,198.51.100.4,13:20:48,/weightlifting.html,Opera,Facebook
Belgium,192.0.2.3,10:56:10,/judo.html,Opera,Twitter
France,203.0.113.7,15:53:56,/swimming.html,Microsoft Edge,Twitter
Afghanistan,198.51.100.1,13:14:59,/trackandfield.html,Microsoft Edge,Facebook
Kenya,203.0.113.11,20:06:48,/boxing.html,Google Chrome,Twitter
Belgium,192.0.2.3,11:09:16,/boxing.html,Opera,LinkedIn
South Africa,192.0.2.17,20:46:12,/archery.html,Internet Explorer,Facebook
Philippines,203.0.113.15,13:52:56,/football.html,Microsoft Edge,Facebook
Czech Republic,198.51.100.6,16:30:25,/Triathalon.html,Google Chrome,Facebook
Saudi Arabia,198.51.100.17,01:10:07,/shooting.html,Microsoft Edge,Twitter
Philippines,203.0.113.15,07:19:10,/football.html,Safari,Google Search
Argentina,203.0.113.2,07:48:42,/football.html,Internet Explorer,Facebook
Netherlands,192.0.2.13,12:01:47,/searchsports.php,Google Chrome,Facebook
Philippines,203.0.113.15,06:12:01,/gymnastics.html,Opera,Facebook
Philippines,203.0.113.15,22:44:42,/Triathalon.html,Microsoft Edge,Twitter
Netherlands,192.0.2.13,11:23:11,/olympics.html,Internet Explorer,Facebook
South Korea,192.0.2.11,10:38:15,/fencing.html,Microsoft Edge,LinkedIn
Denmark,203.0.113.6,03:39:32,/olympics.html,Opera,Facebook
Portugal,198.51.100.16,08:54:13,/weightlifting.html,Microsoft Edge,Google Search
Greece,198.51.100.8,16:58:19,/volleyball.html,Opera,Google Search
Germany,192.0.2.7,10:35:56,/judo.html,Google Chrome,Facebook
Bangladesh,203.0.113.3,12:56:46,/index.html,Opera,Facebook
Saudi Arabia,198.51.100.17,11:13:31,/judo.html,Google Chrome,Facebook
Denmark,203.0.113.6,05:36:29,/sailing.html,Microsoft Edge,LinkedIn
Afghanistan,198.51.100.1,07:25:11,/football.html,Google Chrome,Twitter
Netherlands,192.0.2.13,15:46:05,/tabletennis.html,Opera,Facebook
Afghanistan,198.51.100.1,19:46:07,/rowing.html,Mozilla Firefox,Twitter
Kenya,203.0.113.11,01:50:03,/boxing.html,Internet Explorer,Twitter
Afghanistan,198.51.100.1,15:50:37,/weightlifting.html,Mozilla Firefox,Facebook
Ireland,198.51.100.10,22:41:22,/tennis.html,Mozilla Firefox,Facebook
Egypt,192.0.2.6,21:57:56,/images/games.jpg,Safari,Twitter
Angola,198.51.100.2,13:00:24,/rowing.html,Microsoft Edge,Google Search
Hungary,203.0.113.8,17:03:34,/olympics.html,Internet Explorer,Twitter
Mexico,192.0.2.12,21:45:31,/football.html,Google Chrome,Google Search
New Zealand,198.51.100.14,06:55:11,/images/games.jpg,Mozilla Firefox,Facebook
Nepal,203.0.113.13,05:26:21,/judo.html,Internet Explorer,LinkedIn
Argentina,203.0.113.2,13:03:14,/tabletennis.html,Mozilla Firefox,Google Search
Argentina,203.0.113.2,11:26:33,/weightlifting.html,Microsoft Edge,Twitter
France,203.0.113.7,07:00:30,/index.html,Safari,Facebook
Iraq,192.0.2.9,10:38:17,/index.html,Google Chrome,Twitter
Saudi Arabia,198.51.100.17,03:40:40,/index.html,Opera,Facebook
Australia,192.0.2.2,19:24:46,/weightlifting.html,Google Chrome,Facebook
Saudi Arabia,198.51.100.17,09:27:12,/weightlifting.html,Mozilla Firefox,Facebook
Italy,192.0.2.10,12:00:48,/shooting.html,Safari,Google Search
Netherlands,192.0.2.13,22:45:15,/handball.html,Internet Explorer,Facebook
China,198.51.100.5,01:21:59,/index.html,Safari,Facebook
Israel,203.0.113.10,20:03:07,/gymnastics.html,Internet Explorer,Facebook
